City,State,Merge_Key,State_FIPS,Place_FIPS,NAME,Total_Population,Median_Household_Income,Median_Housing_Value,Owner_Occupied_Units,Bachelors_Degree_Count,Masters_Degree_Count,Unemployed_Count,Unemployment_Rate,Bachelors_Or_Higher_Rate
Pomona,CA,"pomona,CA",06,58072,Pomona city,148391.0,78869.0,569600.0,22852.0,13387.0,4209.0,4690.0,0.031605690372057606,0.11857861999716963
Escondido,CA,"escondido,CA",06,22804,Escondido city,149913.0,84477.0,663500.0,26450.0,18802.0,6985.0,3395.0,0.022646468284938596,0.17201310093187383
Joliet,IL,"joliet,IL",17,38570,Joliet city,149785.0,88026.0,248600.0,37015.0,15295.0,6822.0,4604.0,0.030737390259371767,0.14765831024468404
Charleston,SC,"charleston,SC",45,13330,Charleston city,152014.0,90038.0,469100.0,36929.0,38085.0,14795.0,2920.0,0.01920875708816293,0.34786269685686844
Mesquite,TX,"mesquite,TX",48,47892,Mesquite city,148848.0,71843.0,226500.0,31854.0,11648.0,4298.0,3755.0,0.0252270772868967,0.10712942061700527
Mesquite,TX,"mesquite,TX",48,47892,Mesquite city,219.0,37989.0,129500.0,23.0,0.0,0.0,23.0,0.1050228310502283,0.0
Mesquite,TX,"mesquite,TX",48,47898,Mesquite CDP,148848.0,71843.0,226500.0,31854.0,11648.0,4298.0,3755.0,0.0252270772868967,0.10712942061700527
Mesquite,TX,"mesquite,TX",48,47898,Mesquite CDP,219.0,37989.0,129500.0,23.0,0.0,0.0,23.0,0.1050228310502283,0.0
Naperville,IL,"naperville,IL",17,51622,Naperville city,149424.0,150937.0,509900.0,40308.0,39575.0,25364.0,3342.0,0.022365884998393832,0.43459551343826963
Rockford,IL,"rockford,IL",17,65000,Rockford city,147649.0,53328.0,120900.0,33093.0,14660.0,5834.0,5978.0,0.040487913903920786,0.13880215917479968
Bridgeport,CT,"bridgeport,CT",09,08000,Bridgeport city,148012.0,56584.0,252400.0,24027.0,14377.0,6244.0,7080.0,0.04783395940869659,0.13931978488230684
Syracuse,NY,"syracuse,NY",36,73000,Syracuse city,146211.0,45845.0,125100.0,24465.0,15541.0,8410.0,5037.0,0.034450212364322795,0.16381120435534946
Savannah,GA,"savannah,GA",13,69000,Savannah city,147546.0,56782.0,225200.0,26019.0,19984.0,7858.0,5033.0,0.03411139576809944,0.1887004730728044
Roseville,CA,"roseville,CA",06,62938,Roseville city,152438.0,117354.0,630600.0,39759.0,32121.0,10667.0,3840.0,0.025190569280625567,0.2806911662446372
Torrance,CA,"torrance,CA",06,80000,Torrance city,143499.0,113105.0,1036600.0,30189.0,35900.0,14415.0,4130.0,0.02878068836716632,0.35062962111234225
Fullerton,CA,"fullerton,CA",06,28000,Fullerton city,141278.0,104219.0,859600.0,24453.0,26087.0,10848.0,4802.0,0.03398972239131358,0.26143490140007647
Surprise,AZ,"surprise,AZ",04,71510,Surprise city,149519.0,93371.0,396000.0,42996.0,20482.0,8694.0,2904.0,0.01942228078036905,0.19513239120111825
McAllen,TX,"mcallen,TX",48,45384,McAllen city,143789.0,60165.0,173800.0,28459.0,18330.0,6810.0,3686.0,0.025634784301998066,0.17483952179930315
Thornton,CO,"thornton,CO",08,77290,Thornton city,142878.0,100985.0,482200.0,36259.0,20624.0,7141.0,3746.0,0.02621817214686656,0.1943266283122664
Visalia,CA,"visalia,CA",06,82954,Visalia city,142649.0,79952.0,340600.0,28271.0,12902.0,5709.0,4013.0,0.028131988306963247,0.1304670905509327
Olathe,KS,"olathe,KS",20,52575,Olathe city,143720.0,112232.0,340600.0,38314.0,28687.0,13446.0,2260.0,0.015725020873921514,0.29316031171722795
Gainesville,FL,"gainesville,FL",12,25175,Gainesville city,143611.0,45611.0,235000.0,22388.0,19517.0,11440.0,3520.0,0.024510657261630375,0.21556148205917375
West Valley City,UT,"west valley city,UT",49,83470,West Valley City city,137955.0,88604.0,377300.0,27612.0,9636.0,2338.0,3211.0,0.02327570584610924,0.08679641912217752
Orange,CA,"orange,CA",06,53980,Orange city,138723.0,116945.0,900700.0,26067.0,24744.0,9183.0,3565.0,0.025698694520735567,0.24456651023983045
Denton,TX,"denton,TX",48,19972,Denton city,146987.0,73719.0,325700.0,26544.0,23339.0,10895.0,4311.0,0.02932912434432977,0.23290495077795995
Warren,MI,"warren,MI",26,84000,Warren city,138128.0,63741.0,181900.0,38411.0,13099.0,4960.0,5275.0,0.03818921579983783,0.13074105177806092
Pasadena,CA,"pasadena,CA",06,56000,Pasadena city,136462.0,103778.0,1045000.0,24047.0,31415.0,17372.0,4195.0,0.030741158710849908,0.35751344696692117
Waco,TX,"waco,TX",48,76000,Waco city,141925.0,51468.0,199600.0,25913.0,14071.0,6051.0,3022.0,0.021292936410075743,0.14177910868416418
Cedar Rapids,IA,"cedar rapids,IA",19,12000,Cedar Rapids city,136859.0,67859.0,177100.0,40149.0,20637.0,7274.0,2995.0,0.021883836649398285,0.2039398212759117
Dayton,OH,"dayton,OH",39,21000,Dayton city,136741.0,43454.0,93200.0,27917.0,11264.0,5166.0,6229.0,0.04555327224460842,0.12015416005440943
Elizabeth,NJ,"elizabeth,NJ",34,21000,Elizabeth city,135887.0,63874.0,393500.0,11664.0,8636.0,2986.0,4856.0,0.03573557441109157,0.08552694518239419
Hampton,VA,"hampton,VA",51,35000,Hampton city,137334.0,67758.0,234100.0,32118.0,15923.0,7567.0,4240.0,0.030873636535744972,0.1710428590152475
Columbia,SC,"columbia,SC",45,16000,Columbia city,138019.0,55653.0,243500.0,24477.0,19986.0,10091.0,5296.0,0.03837152855766235,0.217919271984292
Kent,WA,"kent,WA",53,35415,Kent city,135015.0,90416.0,537500.0,26594.0,19139.0,6137.0,5406.0,0.040039995556049326,0.18720882864866867
Stamford,CT,"stamford,CT",09,73000,Stamford city,135806.0,107474.0,614300.0,25756.0,28383.0,15611.0,4006.0,0.029497960325758802,0.3239473955495339
Lakewood,NJ,"lakewood,NJ",34,38580,Lakewood CDP,69884.0,57576.0,618400.0,5173.0,4426.0,2717.0,1334.0,0.019088775685421555,0.10221223742201362
Victorville,CA,"victorville,CA",06,82590,Victorville city,135983.0,70663.0,342500.0,21909.0,6725.0,2556.0,6524.0,0.04797658530845768,0.06825117845613055
Miramar,FL,"miramar,FL",12,45975,Miramar city,135986.0,86109.0,420300.0,31031.0,21450.0,8329.0,3622.0,0.026635094789169474,0.21898577794772991
Coral Springs,FL,"coral springs,FL",12,14400,Coral Springs city,133962.0,90643.0,502700.0,26812.0,21474.0,9446.0,3970.0,0.02963526970334871,0.2308117227273406
Sterling Heights,MI,"sterling heights,MI",26,76460,Sterling Heights city,133473.0,78429.0,260700.0,39252.0,19697.0,7877.0,4245.0,0.03180418511609089,0.20658859844313082
New Haven,CT,"new haven,CT",09,52000,New Haven city,132893.0,53771.0,249000.0,15157.0,14643.0,9992.0,5319.0,0.04002468151068905,0.18537469994657355
Carrollton,TX,"carrollton,TX",48,13024,Carrollton city,132741.0,99115.0,353600.0,29762.0,27617.0,9842.0,2564.0,0.019315810488093353,0.2821961564249177
Midland,TX,"midland,TX",48,48072,Midland city,133998.0,91169.0,298600.0,34353.0,19997.0,6157.0,2471.0,0.018440573739906565,0.19518201764205437
Norman,OK,"norman,OK",40,52500,Norman city,128714.0,65060.0,239300.0,27124.0,18353.0,10910.0,3947.0,0.030664884938701308,0.22734900632409838
Santa Clara,CA,"santa clara,CA",06,69084,Santa Clara city,129239.0,173670.0,1527900.0,20026.0,29185.0,24219.0,3404.0,0.02633879865984726,0.4132189199854533
Athens,GA,"athens,GA",,,,,,,,,,,,
Thousand Oaks,CA,"thousand oaks,CA",06,78582,Thousand Oaks city,125676.0,134367.0,951200.0,32451.0,26360.0,12300.0,3215.0,0.02558165441293485,0.3076164104522741
Topeka,KS,"topeka,KS",20,71000,Topeka city,126103.0,55902.0,130600.0,32122.0,15724.0,6622.0,3074.0,0.024376898249843383,0.17720434882595973
Simi Valley,CA,"simi valley,CA",06,72016,Simi Valley city,125769.0,117703.0,753500.0,32356.0,22413.0,8471.0,3120.0,0.024807384967678838,0.24556130684031835
Columbia,MO,"columbia,MO",29,15670,Columbia city,127200.0,64488.0,268300.0,25376.0,21782.0,11375.0,2696.0,0.02119496855345912,0.26066823899371067
Vallejo,CA,"vallejo,CA",06,81666,Vallejo city,124637.0,89496.0,557500.0,25852.0,17476.0,5224.0,4293.0,0.03444402544990653,0.18212890233237322
Fargo,ND,"fargo,ND",38,25700,Fargo city,129064.0,66029.0,269800.0,25884.0,23527.0,8022.0,3053.0,0.023654930887001796,0.2444446166243104
Allentown,PA,"allentown,PA",42,02000,Allentown city,125320.0,53403.0,188900.0,19483.0,10975.0,2820.0,5389.0,0.04300191509735078,0.11007819980849026
Pearland,TX,"pearland,TX",48,56348,Pearland city,125983.0,112470.0,330900.0,33336.0,24432.0,9325.0,1999.0,0.015867220180500543,0.2679488502416993
Concord,CA,"concord,CA",06,16000,Concord city,124260.0,109195.0,755900.0,28006.0,23274.0,7619.0,3283.0,0.026420408820215676,0.24861580556896828
Abilene,TX,"abilene,TX",48,01000,Abilene city,127130.0,62720.0,178900.0,25975.0,13865.0,5723.0,1563.0,0.012294501691182255,0.15407850232045936
Arvada,CO,"arvada,CO",08,03455,Arvada city,122835.0,113396.0,600800.0,37253.0,28416.0,13160.0,2805.0,0.022835511051410427,0.338470305694631
Berkeley,CA,"berkeley,CA",06,06000,Berkeley city,120223.0,108558.0,1351100.0,20262.0,25529.0,18041.0,3980.0,0.033105146269848534,0.36240985501942224
Ann Arbor,MI,"ann arbor,MI",26,03000,Ann Arbor city,121179.0,81089.0,435100.0,22776.0,20488.0,17784.0,2330.0,0.019227753983776068,0.31583030062964706
Independence,MO,"independence,MO",29,35000,Independence city,121944.0,59480.0,166400.0,31086.0,11469.0,4762.0,3653.0,0.029956373417306306,0.13310207964311488
Rochester,MN,"rochester,MN",27,54880,Rochester city,121638.0,87767.0,287500.0,33142.0,22913.0,10869.0,2604.0,0.021407783751788093,0.2777257107154014
Lafayette,LA,"lafayette,LA",22,40735,Lafayette city,121537.0,61454.0,251300.0,28842.0,22599.0,6398.0,3125.0,0.025712334515415058,0.23858578046191695
Hartford,CT,"hartford,CT",09,37000,Hartford city,119970.0,45300.0,217200.0,12621.0,7828.0,3958.0,6377.0,0.053154955405518046,0.09824122697341002
College Station,TX,"college station,TX",48,15976,College Station city,122280.0,51776.0,326500.0,16041.0,15473.0,8444.0,3114.0,0.025466143277723258,0.19559208374223094
Clovis,CA,"clovis,CA",06,14218,Clovis city,122719.0,100360.0,453300.0,27190.0,17815.0,7290.0,3502.0,0.028536738402366382,0.20457304899811765
Fairfield,CA,"fairfield,CA",06,23182,Fairfield city,119985.0,102321.0,592500.0,22830.0,14190.0,5105.0,3098.0,0.025819894153435847,0.16081176813768389
Palm Bay,FL,"palm bay,FL",12,54000,Palm Bay city,125273.0,67521.0,248000.0,35259.0,12756.0,6203.0,3607.0,0.028793115835016325,0.1513414702290198
Richardson,TX,"richardson,TX",48,61796,Richardson city,118269.0,96257.0,405600.0,23104.0,25922.0,13253.0,3258.0,0.027547370824138193,0.3312364186726868
Round Rock,TX,"round rock,TX",48,63500,Round Rock city,124288.0,97187.0,383700.0,26303.0,23064.0,10210.0,2551.0,0.020524909886714727,0.2677169155509784
Cambridge,MA,"cambridge,MA",25,11000,Cambridge city,117794.0,126469.0,1040500.0,16718.0,23696.0,21999.0,2448.0,0.020782043228008217,0.38792298419274324
Meridian,ID,"meridian,ID",16,52120,Meridian city,124865.0,98686.0,485000.0,34607.0,23977.0,9261.0,1592.0,0.012749769751331437,0.2661914868057502
West Palm Beach,FL,"west palm beach,FL",12,76600,West Palm Beach city,119508.0,69261.0,369800.0,25365.0,20395.0,8314.0,3483.0,0.02914449241891756,0.24022659570907387
Evansville,IN,"evansville,IN",18,22000,Evansville city,116441.0,52251.0,129100.0,28170.0,12208.0,4308.0,3133.0,0.02690633024450151,0.14184007351362493
Clearwater,FL,"clearwater,FL",12,12875,Clearwater city,117075.0,64440.0,326100.0,29476.0,18367.0,7467.0,2754.0,0.023523382447149264,0.2206619688234038
Billings,MT,"billings,MT",30,06550,Billings city,118321.0,71855.0,311800.0,32613.0,20303.0,6257.0,2181.0,0.018432907091725053,0.22447410011747704
West Jordan,UT,"west jordan,UT",49,82950,West Jordan city,116277.0,103960.0,454700.0,28139.0,14391.0,4985.0,2664.0,0.02291080781237906,0.16663656613087713
Richmond,CA,"richmond,CA",06,60620,Richmond city,115396.0,90038.0,650100.0,21253.0,16089.0,7019.0,4365.0,0.03782626780824292,0.20024957537522964
Westminster,CO,"westminster,CO",08,83835,Westminster city,115546.0,96145.0,497400.0,30571.0,24697.0,9324.0,2613.0,0.022614370034445157,0.29443684766240286
Manchester,NH,"manchester,NH",33,45140,Manchester city,115415.0,77415.0,336300.0,24411.0,18837.0,7352.0,2684.0,0.02325520946150847,0.226911579950613
Lowell,MA,"lowell,MA",25,37000,Lowell city,114799.0,76205.0,395100.0,18650.0,13736.0,7366.0,3348.0,0.02916401710816296,0.1838169322032422
Wilmington,NC,"wilmington,NC",37,74440,Wilmington city,118578.0,63900.0,350300.0,25823.0,23316.0,8902.0,3016.0,0.025434734942400783,0.2717030140498237
Antioch,CA,"antioch,CA",06,02252,Antioch city,115759.0,94256.0,607400.0,23512.0,13847.0,4098.0,4311.0,0.03724116483383581,0.15502034399053205
Beaumont,TX,"beaumont,TX",48,07000,Beaumont city,113710.0,57530.0,158800.0,24360.0,12685.0,3963.0,2840.0,0.024975815671444905,0.14640752792190662
Provo,UT,"provo,UT",49,62470,Provo city,114303.0,62800.0,437100.0,13580.0,14791.0,4506.0,3261.0,0.0285294349229679,0.16882321548865734
North Charleston,SC,"north charleston,SC",45,50875,North Charleston city,117460.0,62789.0,267700.0,23058.0,14420.0,6074.0,2643.0,0.02250127703047846,0.17447641750383108
Elgin,IL,"elgin,IL",17,23074,Elgin city,114106.0,88316.0,252400.0,27755.0,12480.0,5324.0,3886.0,0.034056053143568264,0.15603035773754229
Carlsbad,CA,"carlsbad,CA",06,11194,Carlsbad city,114500.0,139326.0,1156900.0,27854.0,29929.0,12914.0,3637.0,0.03176419213973799,0.374174672489083
Odessa,TX,"odessa,TX",48,53388,Odessa city,114080.0,73030.0,208000.0,26646.0,8703.0,2871.0,3184.0,0.02791023842917251,0.10145511921458626
Waterbury,CT,"waterbury,CT",09,80000,Waterbury city,114356.0,51642.0,185400.0,20687.0,7569.0,4038.0,5087.0,0.044483892406170206,0.10149882822064431
Springfield,IL,"springfield,IL",17,72000,Springfield city,113714.0,65537.0,155200.0,32232.0,16079.0,8269.0,3713.0,0.03265209209068364,0.21411611586963786
League City,TX,"league city,TX",48,41980,League City city,114885.0,119870.0,334000.0,31868.0,25151.0,8321.0,2182.0,0.01899290594942769,0.2913522217870044
Downey,CA,"downey,CA",06,19766,Downey city,111793.0,87400.0,728500.0,17597.0,13723.0,4632.0,3427.0,0.030654871056327318,0.16418738203644234
Gresham,OR,"gresham,OR",41,31250,Gresham city,112818.0,73608.0,440000.0,23587.0,11688.0,5072.0,3133.0,0.027770391249623286,0.14855785424311724
High Point,NC,"high point,NC",37,31400,High Point city,115263.0,61228.0,212400.0,26177.0,16473.0,6871.0,3196.0,0.02772789186469205,0.20252813131707487
Broken Arrow,OK,"broken arrow,OK",40,09050,Broken Arrow city,115919.0,85220.0,229300.0,31665.0,19017.0,5748.0,2595.0,0.02238632148310458,0.2136405593561021
Peoria,IL,"peoria,IL",17,59000,Peoria city,112126.0,58716.0,149500.0,28491.0,15837.0,8579.0,4268.0,0.0380643204965842,0.21775502559620427
Lansing,MI,"lansing,MI",26,46000,Lansing city,112546.0,52170.0,119400.0,27565.0,13635.0,6200.0,4925.0,0.04375988484708475,0.17623904892221848
Lakeland,FL,"lakeland,FL",12,38250,Lakeland city,117030.0,60947.0,229100.0,25983.0,14353.0,5346.0,2742.0,0.023429889771853372,0.16832436127488679
Pompano Beach,FL,"pompano beach,FL",12,58050,Pompano Beach city,112212.0,63832.0,321900.0,25430.0,16654.0,6486.0,4875.0,0.04344455138487862,0.20621680390689054
Costa Mesa,CA,"costa mesa,CA",06,16532,Costa Mesa city,110538.0,110073.0,1054700.0,16387.0,24712.0,6952.0,3315.0,0.029989686804537806,0.2864535272937813
Pueblo,CO,"pueblo,CO",08,62000,Pueblo city,111514.0,55305.0,230900.0,28038.0,11402.0,4690.0,2853.0,0.02558423157630432,0.144304750972972
Lewisville,TX,"lewisville,TX",48,42508,Lewisville city,128313.0,85002.0,350200.0,23344.0,22826.0,9348.0,2869.0,0.022359386811936437,0.2507462221287009
Miami Gardens,FL,"miami gardens,FL",12,45060,Miami Gardens city,111264.0,60979.0,337200.0,22714.0,8778.0,3493.0,4498.0,0.04042637331032499,0.11028724475122231
Las Cruces,NM,"las cruces,NM",35,39380,Las Cruces city,112612.0,55176.0,217400.0,25929.0,14352.0,8962.0,3998.0,0.03550243313323624,0.20702944624018754
Sugar Land,TX,"sugar land,TX",48,70808,Sugar Land city,109735.0,137511.0,406600.0,30310.0,26724.0,14420.0,2550.0,0.023237800154918668,0.3749396272839112
Murrieta,CA,"murrieta,CA",06,50076,Murrieta city,111621.0,109780.0,606900.0,24577.0,14749.0,6292.0,3756.0,0.03364958206789045,0.18850395534890388
Ventura,CA,"ventura,CA",,,,,,,,,,,,
Everett,WA,"everett,WA",53,22640,Everett city,111083.0,81502.0,532300.0,22132.0,15645.0,5631.0,3239.0,0.02915837706939856,0.19153245771180108
Temecula,CA,"temecula,CA",06,78120,Temecula city,110404.0,117840.0,640400.0,23969.0,18552.0,7110.0,3070.0,0.027806963515814645,0.23243723053512555
Dearborn,MI,"dearborn,MI",26,21000,Dearborn city,107846.0,65192.0,205900.0,24747.0,13307.0,6621.0,3109.0,0.028828143834727295,0.18478200396862193
Santa Maria,CA,"santa maria,CA",06,69196,Santa Maria city,109880.0,84617.0,478200.0,14890.0,6890.0,1742.0,3725.0,0.033900618856934836,0.07855842737531853
West Covina,CA,"west covina,CA",06,84200,West Covina city,107436.0,98570.0,712300.0,19802.0,16470.0,4759.0,3482.0,0.03240999292602107,0.19759670873822555
El Monte,CA,"el monte,CA",06,22230,El Monte city,107066.0,64484.0,626000.0,11830.0,8356.0,1688.0,3368.0,0.03145723198774587,0.09381129396820653
Greeley,CO,"greeley,CO",08,32155,Greeley city,109421.0,68650.0,369600.0,23580.0,10875.0,5401.0,3267.0,0.02985715721844984,0.14874658429369134
Sparks,NV,"sparks,NV",32,68400,Sparks city,109106.0,86979.0,455900.0,24748.0,12496.0,5430.0,3371.0,0.030896559309295548,0.16429893864682052
Centennial,CO,"centennial,CO",08,12815,Centennial city,107386.0,128167.0,626700.0,33774.0,28508.0,14354.0,2192.0,0.020412344253440858,0.3991395526418714
Boulder,CO,"boulder,CO",08,07850,Boulder city,106274.0,85364.0,982600.0,20981.0,22455.0,15600.0,3708.0,0.03489094228127294,0.3580838210663003
Sandy Springs,GA,"sandy springs,GA",13,68516,Sandy Springs city,107198.0,101593.0,583900.0,26360.0,31861.0,16702.0,2498.0,0.023302673557342488,0.4530215115953656
Inglewood,CA,"inglewood,CA",06,36546,Inglewood city,105575.0,71029.0,744300.0,12708.0,12085.0,4685.0,4575.0,0.04333412266161497,0.15884442339569027
Edison,NJ,"edison,NJ",,,,,,,,,,,,
South Fulton,GA,"south fulton,GA",13,72122,South Fulton city,109157.0,81798.0,270600.0,27670.0,16995.0,7684.0,4343.0,0.039786729206555696,0.22608719550738843
Green Bay,WI,"green bay,WI",55,31000,Green Bay city,106585.0,62546.0,191500.0,24635.0,12923.0,3689.0,2437.0,0.022864380541351974,0.15585682788384858
Burbank,CA,"burbank,CA",06,08954,Burbank city,105165.0,95816.0,1041100.0,18427.0,24000.0,8522.0,4020.0,0.03822564541434888,0.3092473731754861
Burbank,CA,"burbank,CA",06,08954,Burbank city,5552.0,152559.0,1113400.0,1196.0,1224.0,422.0,60.0,0.010806916426512969,0.2964697406340058
Burbank,CA,"burbank,CA",06,08968,Burbank CDP,105165.0,95816.0,1041100.0,18427.0,24000.0,8522.0,4020.0,0.03822564541434888,0.3092473731754861
Burbank,CA,"burbank,CA",06,08968,Burbank CDP,5552.0,152559.0,1113400.0,1196.0,1224.0,422.0,60.0,0.010806916426512969,0.2964697406340058
Renton,WA,"renton,WA",53,57745,Renton city,105279.0,96626.0,631400.0,22632.0,19185.0,7887.0,2692.0,0.025570151692170327,0.25714529963240534
Hillsboro,OR,"hillsboro,OR",41,34100,Hillsboro city,107050.0,103207.0,483400.0,20889.0,17837.0,9233.0,2882.0,0.026921999065857075,0.2528724894908921
El Cajon,CA,"el cajon,CA",06,21712,El Cajon city,104909.0,66478.0,632800.0,13965.0,10510.0,3607.0,4575.0,0.04360922323156259,0.13456424139015719
Tyler,TX,"tyler,TX",48,74144,Tyler city,107718.0,65527.0,216400.0,20840.0,14119.0,4288.0,2531.0,0.023496537254683526,0.1708813754432871
Davie,FL,"davie,FL",12,16475,Davie town,106412.0,87171.0,433600.0,25553.0,17659.0,6960.0,2625.0,0.024668270495808744,0.23135548622335828
San Mateo,CA,"san mateo,CA",06,68252,San Mateo city,103555.0,152669.0,1563200.0,20211.0,23768.0,13699.0,2551.0,0.02463425232967988,0.36180773502003766
Brockton,MA,"brockton,MA",25,09000,Brockton city,105080.0,77089.0,405500.0,20298.0,9951.0,3762.0,4560.0,0.04339550818424058,0.13050057099352874
Concord,NC,"concord,NC",37,14100,Concord city,106518.0,84752.0,327600.0,24610.0,17311.0,9015.0,2707.0,0.02541354512852288,0.24715071631085825
Jurupa Valley,CA,"jurupa valley,CA",06,37692,Jurupa Valley city,106244.0,96190.0,538700.0,19058.0,7207.0,2473.0,3354.0,0.031568841534580776,0.0911110274462558
Daly City,CA,"daly city,CA",06,17918,Daly City city,102560.0,119570.0,1092700.0,19507.0,22632.0,4697.0,2983.0,0.02908541341653666,0.26646840873634947
Allen,TX,"allen,TX",48,01924,Allen city,107684.0,129130.0,429900.0,25354.0,23749.0,12717.0,2503.0,0.023243935960774117,0.33863898072136994
Rio Rancho,NM,"rio rancho,NM",35,63460,Rio Rancho city,106533.0,85755.0,273300.0,32232.0,15128.0,7096.0,2528.0,0.02372973632583331,0.2086114161809017
Rialto,CA,"rialto,CA",06,60466,Rialto city,103866.0,85521.0,454400.0,17334.0,5897.0,1623.0,4311.0,0.0415054011899948,0.07240097818342865
Woodbridge,NJ,"woodbridge,NJ",34,81950,Woodbridge CDP,20086.0,99718.0,361200.0,4093.0,2916.0,1626.0,683.0,0.034003783729961164,0.22612765110026883
South Bend,IN,"south bend,IN",18,71000,South Bend city,102866.0,52512.0,124500.0,24189.0,11163.0,5573.0,3002.0,0.029183598079054303,0.16269710108296231
Spokane Valley,WA,"spokane valley,WA",53,67167,Spokane Valley city,105460.0,70722.0,344300.0,24599.0,12363.0,4589.0,3178.0,0.03013464820785132,0.1607434098236298
Norwalk,CA,"norwalk,CA",06,52526,Norwalk city,100713.0,98709.0,616600.0,18256.0,10820.0,2700.0,2850.0,0.02829823359447142,0.1342428484902644
Menifee,CA,"menifee,CA",06,46842,Menifee city,107020.0,89183.0,487200.0,28139.0,10833.0,4248.0,3238.0,0.030256026910857783,0.14091758549803776
Vacaville,CA,"vacaville,CA",06,81554,Vacaville city,102085.0,108580.0,596700.0,23171.0,13513.0,4445.0,2871.0,0.028123622471469854,0.1759122300044081
Wichita Falls,TX,"wichita falls,TX",48,79000,Wichita Falls city,102558.0,58568.0,142600.0,21734.0,10429.0,4048.0,1643.0,0.016020203202090525,0.14115914896936368
Davenport,IA,"davenport,IA",19,19000,Davenport city,101083.0,64497.0,162900.0,27408.0,13078.0,5662.0,2550.0,0.025226793822898014,0.18539220244749363
Quincy,MA,"quincy,MA",25,55745,Quincy city,101361.0,95711.0,598100.0,20489.0,21971.0,12323.0,4427.0,0.043675575418553485,0.338335257150186
Chico,CA,"chico,CA",06,13014,Chico city,102032.0,67929.0,455300.0,18590.0,16405.0,5657.0,3699.0,0.036253332287909674,0.21622628195076055
Lynn,MA,"lynn,MA",25,37490,Lynn city,100905.0,74715.0,472600.0,18307.0,10346.0,3917.0,2454.0,0.02431990486100788,0.1413507754818889
Lees Summit,MO,"lees summit,MO",,,,,,,,,,,,
New Bedford,MA,"new bedford,MA",25,45000,New Bedford city,100731.0,56025.0,324400.0,16880.0,7972.0,2614.0,3741.0,0.037138517437531646,0.10509177909481689
Federal Way,WA,"federal way,WA",53,23515,Federal Way city,99232.0,82144.0,499600.0,20262.0,14309.0,5240.0,3033.0,0.030564737181554336,0.1970029829087391
Clinton,MI,"clinton,MI",,,,,,,,,,,,
Edinburg,TX,"edinburg,TX",48,22660,Edinburg city,102561.0,57789.0,174800.0,18160.0,11797.0,3927.0,3095.0,0.03017716285917649,0.15331363773754156
Nampa,ID,"nampa,ID",16,56260,Nampa city,106289.0,72122.0,332500.0,26625.0,11466.0,3720.0,1520.0,0.014300633179350639,0.14287461543527552
Roanoke,VA,"roanoke,VA",51,68000,Roanoke city,98677.0,52671.0,180500.0,22452.0,12180.0,4819.0,2685.0,0.02720998814313366,0.17226912046373521
Kenosha,WI,"kenosha,WI",55,39225,Kenosha city,99147.0,68532.0,210500.0,23416.0,11671.0,5560.0,2598.0,0.0262035159914067,0.17379244959504575
San Angelo,TX,"san angelo,TX",48,64472,San Angelo city,99507.0,64146.0,179300.0,24600.0,10692.0,4252.0,1571.0,0.015787834021727114,0.15018038931934435
Hesperia,CA,"hesperia,CA",06,33434,Hesperia city,100141.0,68971.0,366800.0,19232.0,4999.0,2182.0,4163.0,0.04157138434806922,0.07170889046444513
Carmel,IN,"carmel,IN",18,10342,Carmel city,100501.0,134602.0,455500.0,28450.0,28598.0,13508.0,1493.0,0.014855573576382324,0.4189610053631307
Tuscaloosa,AL,"tuscaloosa,AL",01,77256,Tuscaloosa city,107699.0,48536.0,236600.0,18117.0,12531.0,6245.0,3701.0,0.03436429307607313,0.17433773758345017
Albany,NY,"albany,NY",36,01000,Albany city,100081.0,59485.0,223000.0,16585.0,15160.0,9255.0,4582.0,0.04578291583817108,0.2439523985571687
Bend,OR,"bend,OR",41,05800,Bend city,101472.0,88792.0,646800.0,26871.0,23280.0,10060.0,2105.0,0.020744638915168718,0.3285635446231473
Fishers,IN,"fishers,IN",18,23278,Fishers city,100918.0,128141.0,370200.0,27918.0,27645.0,11012.0,1590.0,0.015755365742483998,0.38305356824352443
Longmont,CO,"longmont,CO",08,45970,Longmont city,98958.0,89724.0,541400.0,25697.0,19622.0,9713.0,2430.0,0.024555872188201055,0.296438893267851
Canton,MI,"canton,MI",,,,,,,,,,,,
Vista,CA,"vista,CA",06,82996,Vista city,98646.0,91854.0,674400.0,15398.0,11815.0,3886.0,3325.0,0.03370638444539059,0.15916509539160228
Orem,UT,"orem,UT",49,57300,Orem city,97048.0,81292.0,439000.0,17807.0,15663.0,4669.0,2027.0,0.020886571593438298,0.20950457505564257
Portsmouth,VA,"portsmouth,VA",51,64000,Portsmouth city,97299.0,58972.0,229400.0,22557.0,9798.0,4287.0,2948.0,0.030298358667612206,0.14475996670058275
Beaverton,OR,"beaverton,OR",41,05350,Beaverton city,97502.0,94279.0,543100.0,20676.0,22382.0,8862.0,2352.0,0.02412258210087998,0.3204447088264856
Boca Raton,FL,"boca raton,FL",12,07300,Boca Raton city,98833.0,102722.0,660100.0,27090.0,25318.0,10576.0,2867.0,0.02900852953972863,0.36317829065190776
Sunrise,FL,"sunrise,FL",12,69700,Sunrise city,96633.0,72107.0,328700.0,25473.0,15978.0,5570.0,3198.0,0.033094284561174754,0.2229880061676653
Yakima,WA,"yakima,WA",53,80010,Yakima city,96810.0,59228.0,273400.0,18967.0,8088.0,3340.0,3499.0,0.036142960437971286,0.11804565644045037
