City,State,Merge_Key,State_FIPS,Place_FIPS,NAME,Total_Population,Median_Household_Income,Median_Housing_Value,Owner_Occupied_Units,Bachelors_Degree_Count,Masters_Degree_Count,Unemployed_Count,Unemployment_Rate,Bachelors_Or_Higher_Rate
Pomona,CA,"pomona,CA",06,58072,Pomona city,151592.0,67549.0,446300.0,21978.0,11901.0,4026.0,4913.0,0.032409361971608,0.1050649110771017
Escondido,CA,"escondido,CA",06,22804,Escondido city,151443.0,70115.0,498000.0,26164.0,16860.0,6609.0,3449.0,0.022774245095514484,0.15496919633129297
Joliet,IL,"joliet,IL",17,38570,Joliet city,150323.0,77373.0,204800.0,34925.0,15370.0,5972.0,4884.0,0.032490038117919416,0.1419742820459943
Charleston,SC,"charleston,SC",45,13330,Charleston city,147928.0,76556.0,369500.0,35728.0,36152.0,14234.0,2794.0,0.018887566924449734,0.3406116489102807
Mesquite,TX,"mesquite,TX",48,47892,Mesquite city,149848.0,63706.0,170600.0,30606.0,10894.0,4044.0,3593.0,0.023977630665741285,0.09968768351929956
Mesquite,TX,"mesquite,TX",48,47892,Mesquite city,181.0,-666666666.0,109400.0,21.0,0.0,0.0,24.0,0.13259668508287292,0.0
Mesquite,TX,"mesquite,TX",48,47898,Mesquite CDP,149848.0,63706.0,170600.0,30606.0,10894.0,4044.0,3593.0,0.023977630665741285,0.09968768351929956
Mesquite,TX,"mesquite,TX",48,47898,Mesquite CDP,181.0,-666666666.0,109400.0,21.0,0.0,0.0,24.0,0.13259668508287292,0.0
Naperville,IL,"naperville,IL",17,51622,Naperville city,149013.0,135772.0,433400.0,39701.0,40462.0,22940.0,3593.0,0.02411199022904042,0.425479656137384
Rockford,IL,"rockford,IL",17,65000,Rockford city,148942.0,47002.0,97500.0,33004.0,13957.0,5859.0,6693.0,0.044936955324891566,0.13304507794980597
Bridgeport,CT,"bridgeport,CT",09,08000,Bridgeport city,148529.0,50597.0,194100.0,22591.0,12331.0,5167.0,7680.0,0.05170707403941318,0.11780864342990258
Syracuse,NY,"syracuse,NY",36,73000,Syracuse city,146781.0,40490.0,99200.0,22614.0,13964.0,8537.0,6242.0,0.04252594000585907,0.15329640757318727
Savannah,GA,"savannah,GA",13,69000,Savannah city,147930.0,49832.0,170500.0,25328.0,18694.0,7649.0,5531.0,0.03738930575272088,0.17807746907321031
Roseville,CA,"roseville,CA",06,62938,Roseville city,145687.0,102660.0,502800.0,36947.0,30582.0,9749.0,3602.0,0.024724237577820943,0.2768332109247908
Torrance,CA,"torrance,CA",06,80000,Torrance city,147156.0,100215.0,840900.0,30659.0,36570.0,13760.0,4201.0,0.028547935524205606,0.3420179945092283
Fullerton,CA,"fullerton,CA",06,28000,Fullerton city,142964.0,92718.0,698600.0,24629.0,25724.0,10859.0,5366.0,0.03753392462438096,0.2558895945832517
Surprise,AZ,"surprise,AZ",04,71510,Surprise city,141875.0,76623.0,282300.0,39887.0,19386.0,8252.0,2911.0,0.02051806167400881,0.19480528634361233
McAllen,TX,"mcallen,TX",48,45384,McAllen city,141941.0,52422.0,138200.0,27542.0,18270.0,6067.0,3875.0,0.02730007538343396,0.1714585637694535
Thornton,CO,"thornton,CO",08,77290,Thornton city,140538.0,86818.0,376900.0,34549.0,18593.0,6094.0,3638.0,0.025886237174287383,0.17566067540451694
Visalia,CA,"visalia,CA",06,82954,Visalia city,140109.0,69252.0,267400.0,26594.0,13051.0,5566.0,3777.0,0.0269575830246451,0.13287511865761656
Olathe,KS,"olathe,KS",20,52575,Olathe city,140339.0,100849.0,273600.0,36878.0,28468.0,13295.0,2546.0,0.01814178524857666,0.297586558262493
Gainesville,FL,"gainesville,FL",12,25175,Gainesville city,138741.0,40937.0,182400.0,21234.0,19442.0,10521.0,3400.0,0.024506094088985953,0.21596355799655473
West Valley City,UT,"west valley city,UT",49,83470,West Valley City city,139361.0,75137.0,272100.0,27068.0,9713.0,2199.0,2926.0,0.020995830971362147,0.08547585048901774
Orange,CA,"orange,CA",06,53980,Orange city,139195.0,102125.0,712500.0,25742.0,25045.0,7956.0,3380.0,0.02428248141097022,0.23708466539746398
Denton,TX,"denton,TX",48,19972,Denton city,139704.0,65168.0,257500.0,24677.0,21725.0,8914.0,4056.0,0.02903281223157533,0.2193136918055317
Warren,MI,"warren,MI",26,84000,Warren city,138996.0,55153.0,143600.0,38380.0,13267.0,4395.0,5543.0,0.03987884543440099,0.12706840484618262
Pasadena,CA,"pasadena,CA",06,56000,Pasadena city,138771.0,89661.0,863100.0,23354.0,29137.0,16953.0,4050.0,0.029184772034502884,0.33212991186919455
Waco,TX,"waco,TX",48,76000,Waco city,136800.0,42687.0,149400.0,23828.0,12776.0,5555.0,3208.0,0.02345029239766082,0.1339985380116959
Cedar Rapids,IA,"cedar rapids,IA",19,12000,Cedar Rapids city,136512.0,63170.0,149000.0,40533.0,20889.0,6605.0,2923.0,0.02141203703703704,0.20140353961556492
Dayton,OH,"dayton,OH",39,21000,Dayton city,138416.0,37536.0,73300.0,26819.0,10333.0,4769.0,6562.0,0.04740781412553462,0.10910588371286556
Elizabeth,NJ,"elizabeth,NJ",34,21000,Elizabeth city,135772.0,54415.0,314500.0,11205.0,8735.0,3118.0,4062.0,0.029917803376248418,0.08730076893615768
Hampton,VA,"hampton,VA",51,35000,Hampton city,136748.0,59380.0,191000.0,31755.0,15189.0,7530.0,4004.0,0.029280135724105653,0.16613771316582326
Columbia,SC,"columbia,SC",45,16000,Columbia city,137276.0,48791.0,193100.0,23241.0,19331.0,9034.0,4923.0,0.035862058917800636,0.20662752411200794
Kent,WA,"kent,WA",53,35415,Kent city,134890.0,79781.0,414200.0,25618.0,17913.0,5815.0,5442.0,0.04034398398695233,0.17590629401734748
Stamford,CT,"stamford,CT",09,73000,Stamford city,134820.0,99791.0,550600.0,25810.0,28206.0,15880.0,4392.0,0.03257676902536716,0.3269989615784008
Lakewood,NJ,"lakewood,NJ",34,38580,Lakewood CDP,66752.0,52222.0,519500.0,5133.0,4313.0,3013.0,1138.0,0.01704817833173538,0.10974952061361458
Victorville,CA,"victorville,CA",06,82590,Victorville city,132924.0,61206.0,257400.0,21367.0,6565.0,2126.0,5763.0,0.043355601697210436,0.0653832265053715
Miramar,FL,"miramar,FL",12,45975,Miramar city,134306.0,75200.0,333500.0,29487.0,16655.0,7948.0,3498.0,0.02604500171250726,0.1831861569847959
Coral Springs,FL,"coral springs,FL",12,14400,Coral Springs city,133693.0,81944.0,393300.0,27329.0,21729.0,8635.0,5091.0,0.03807977979400567,0.22711735094582364
Sterling Heights,MI,"sterling heights,MI",26,76460,Sterling Heights city,134062.0,70211.0,213200.0,38550.0,18831.0,7581.0,4059.0,0.030277035998269457,0.19701332219420864
New Haven,CT,"new haven,CT",09,52000,New Haven city,133874.0,48973.0,207600.0,14077.0,13637.0,10006.0,5809.0,0.043391547275796645,0.17660636120531245
Carrollton,TX,"carrollton,TX",48,13024,Carrollton city,131388.0,87299.0,283800.0,28963.0,26697.0,8817.0,2843.0,0.021638201357810454,0.2702986574116358
Midland,TX,"midland,TX",48,48072,Midland city,130765.0,87900.0,250300.0,32354.0,18498.0,5239.0,2052.0,0.01569227239704814,0.18152410813291017
Norman,OK,"norman,OK",40,52500,Norman city,125745.0,59866.0,192700.0,26596.0,18271.0,9876.0,3568.0,0.028374885681339217,0.2238419022625154
Santa Clara,CA,"santa clara,CA",06,69084,Santa Clara city,127922.0,150244.0,1199500.0,19451.0,27675.0,22190.0,2910.0,0.022748237207048046,0.3898078516596051
Athens,GA,"athens,GA",,,,,,,,,,,,
Thousand Oaks,CA,"thousand oaks,CA",06,78582,Thousand Oaks city,127274.0,113942.0,794200.0,31997.0,26278.0,11473.0,2891.0,0.022714772852271477,0.29661203387966123
Topeka,KS,"topeka,KS",20,71000,Topeka city,126802.0,50870.0,106500.0,31942.0,16203.0,6320.0,3049.0,0.024045362060535324,0.17762338133467925
Simi Valley,CA,"simi valley,CA",06,72016,Simi Valley city,126809.0,102627.0,635000.0,31357.0,21326.0,7252.0,3285.0,0.025905101372930943,0.2253625531310869
Columbia,MO,"columbia,MO",29,15670,Columbia city,124342.0,57463.0,215300.0,24560.0,20137.0,10995.0,2721.0,0.021883193128629103,0.2503739685705554
Vallejo,CA,"vallejo,CA",06,81666,Vallejo city,125350.0,78243.0,434800.0,25568.0,16884.0,5146.0,4866.0,0.0388193059433586,0.17574790586358197
Fargo,ND,"fargo,ND",38,25700,Fargo city,124979.0,60243.0,232900.0,24994.0,22126.0,7796.0,2897.0,0.023179894222229335,0.23941622192528345
Allentown,PA,"allentown,PA",42,02000,Allentown city,125250.0,47703.0,145700.0,18777.0,8953.0,2953.0,5887.0,0.047001996007984034,0.09505788423153692
Pearland,TX,"pearland,TX",48,56348,Pearland city,122609.0,107941.0,271600.0,31839.0,23468.0,9667.0,2258.0,0.018416266342601278,0.27024932916833183
Concord,CA,"concord,CA",06,16000,Concord city,125769.0,100011.0,612600.0,27365.0,22623.0,7482.0,3280.0,0.026079558555764933,0.23936741168332418
Abilene,TX,"abilene,TX",48,01000,Abilene city,125474.0,54493.0,137800.0,24821.0,12479.0,5654.0,1815.0,0.014465148158184166,0.1445159953456493
Arvada,CO,"arvada,CO",08,03455,Arvada city,122903.0,96677.0,456200.0,37024.0,25592.0,11745.0,2735.0,0.022253321725263012,0.30379242166586656
Berkeley,CA,"berkeley,CA",06,06000,Berkeley city,119607.0,97834.0,1111000.0,19089.0,25216.0,17636.0,3888.0,0.03250645865208558,0.35827334520554815
Ann Arbor,MI,"ann arbor,MI",26,03000,Ann Arbor city,122731.0,73276.0,366600.0,22612.0,20764.0,18231.0,2488.0,0.020271976925145235,0.3177273875386007
Independence,MO,"independence,MO",29,35000,Independence city,122230.0,53996.0,130400.0,29962.0,11091.0,4735.0,3714.0,0.030385339114783604,0.12947721508631269
Rochester,MN,"rochester,MN",27,54880,Rochester city,119732.0,79159.0,236400.0,32292.0,21589.0,10652.0,2331.0,0.01946847960444994,0.26927638392409714
Lafayette,LA,"lafayette,LA",22,40735,Lafayette city,122469.0,55329.0,209100.0,28881.0,20672.0,7179.0,3630.0,0.029640153834848002,0.22741265136483518
Hartford,CT,"hartford,CT",09,37000,Hartford city,121562.0,37477.0,172100.0,11961.0,7247.0,3901.0,6708.0,0.05518171797107649,0.09170628979450815
College Station,TX,"college station,TX",48,15976,College Station city,116276.0,50089.0,269100.0,15786.0,15633.0,7940.0,2483.0,0.021354363755203137,0.2027331521552169
Clovis,CA,"clovis,CA",06,14218,Clovis city,118488.0,89769.0,361800.0,26032.0,16740.0,5904.0,3686.0,0.03110863547363446,0.1911079602997772
Fairfield,CA,"fairfield,CA",06,23182,Fairfield city,118932.0,92625.0,460100.0,22263.0,14621.0,5613.0,3526.0,0.029647193354185586,0.1701308310631285
Palm Bay,FL,"palm bay,FL",12,54000,Palm Bay city,118709.0,55963.0,186100.0,32800.0,11758.0,5154.0,2980.0,0.02510340412268657,0.14246603037680378
Richardson,TX,"richardson,TX",48,61796,Richardson city,115904.0,87720.0,326900.0,23543.0,24735.0,12337.0,3084.0,0.026608227498619547,0.3198509110988404
Round Rock,TX,"round rock,TX",48,63500,Round Rock city,117735.0,86587.0,281500.0,24337.0,21750.0,8295.0,2820.0,0.023952095808383235,0.255191744171232
Cambridge,MA,"cambridge,MA",25,11000,Cambridge city,116892.0,112565.0,888000.0,15958.0,23334.0,22318.0,2697.0,0.023072579817267222,0.3905485405331417
Meridian,ID,"meridian,ID",16,52120,Meridian city,115227.0,85201.0,349400.0,31597.0,19744.0,8041.0,1742.0,0.015117984500160553,0.24113272062971353
West Palm Beach,FL,"west palm beach,FL",12,76600,West Palm Beach city,115877.0,56549.0,275700.0,23601.0,18974.0,8216.0,4255.0,0.0367199703133495,0.23464535671444722
Evansville,IN,"evansville,IN",18,22000,Evansville city,117184.0,45649.0,103300.0,28586.0,12085.0,4318.0,3453.0,0.029466480065537957,0.13997644729655925
Clearwater,FL,"clearwater,FL",12,12875,Clearwater city,116616.0,54182.0,241200.0,28859.0,17707.0,7350.0,3339.0,0.028632434657336902,0.21486759964327365
Billings,MT,"billings,MT",30,06550,Billings city,115689.0,63608.0,248800.0,31260.0,19478.0,5858.0,2483.0,0.0214627146919759,0.21900094218119268
West Jordan,UT,"west jordan,UT",49,82950,West Jordan city,116045.0,90227.0,342600.0,27070.0,13446.0,4097.0,2876.0,0.0247834891636865,0.15117411349045629
Richmond,CA,"richmond,CA",06,60620,Richmond city,115677.0,79478.0,557900.0,20518.0,15916.0,6904.0,4374.0,0.03781218392593169,0.19727344243021516
Westminster,CO,"westminster,CO",08,83835,Westminster city,115535.0,80355.0,388300.0,30271.0,22603.0,8478.0,2963.0,0.025645908166356514,0.26901804647942185
Manchester,NH,"manchester,NH",33,45140,Manchester city,114730.0,66929.0,258100.0,22553.0,17655.0,6569.0,3219.0,0.028057177721607252,0.2111391963740957
Lowell,MA,"lowell,MA",25,37000,Lowell city,114804.0,64489.0,312600.0,18288.0,12498.0,6736.0,3610.0,0.03144489739033483,0.16753771645587262
Wilmington,NC,"wilmington,NC",37,74440,Wilmington city,115976.0,54066.0,279900.0,24345.0,21973.0,7951.0,3310.0,0.02854038766641374,0.2580189004621646
Antioch,CA,"antioch,CA",06,02252,Antioch city,114750.0,82244.0,467500.0,22112.0,12498.0,3596.0,5136.0,0.044758169934640525,0.14025272331154684
Beaumont,TX,"beaumont,TX",48,07000,Beaumont city,115013.0,49765.0,130300.0,24280.0,12400.0,4409.0,2864.0,0.024901532870197283,0.14614869623433874
Provo,UT,"provo,UT",49,62470,Provo city,113538.0,53572.0,328500.0,13233.0,15137.0,4176.0,3067.0,0.027012982437597984,0.17010163997956632
North Charleston,SC,"north charleston,SC",45,50875,North Charleston city,114542.0,52264.0,203100.0,22132.0,13859.0,5186.0,2414.0,0.021075238777042482,0.16627088753470343
Elgin,IL,"elgin,IL",17,23074,Elgin city,114156.0,79757.0,206800.0,26719.0,11962.0,5647.0,3687.0,0.032297908125722696,0.1542538280948877
Carlsbad,CA,"carlsbad,CA",06,11194,Carlsbad city,114858.0,119302.0,901700.0,27148.0,28889.0,12553.0,3610.0,0.031430113705619114,0.3608107402183566
Odessa,TX,"odessa,TX",48,53388,Odessa city,112640.0,66769.0,169600.0,25349.0,9142.0,2669.0,3669.0,0.03257279829545454,0.10485617897727273
Waterbury,CT,"waterbury,CT",09,80000,Waterbury city,113783.0,48787.0,140700.0,20574.0,7727.0,4441.0,5009.0,0.044022393503423185,0.10694040410254607
Springfield,IL,"springfield,IL",17,72000,Springfield city,114672.0,57596.0,132900.0,31706.0,15954.0,7604.0,3608.0,0.03146365285335566,0.2054381191572485
League City,TX,"league city,TX",48,41980,League City city,111847.0,112273.0,274000.0,30476.0,24297.0,8423.0,2342.0,0.020939318890985006,0.29254249108156677
Downey,CA,"downey,CA",06,19766,Downey city,114293.0,77972.0,608600.0,16908.0,13432.0,4270.0,3717.0,0.03252167674310763,0.15488262623257767
Gresham,OR,"gresham,OR",41,31250,Gresham city,114164.0,61826.0,347600.0,23355.0,11874.0,4676.0,3592.0,0.031463508636698084,0.14496688973757052
High Point,NC,"high point,NC",37,31400,High Point city,113148.0,54331.0,167900.0,24915.0,16961.0,5852.0,3741.0,0.03306289108070845,0.2016208859193269
Broken Arrow,OK,"broken arrow,OK",40,09050,Broken Arrow city,112751.0,76733.0,179800.0,30178.0,18071.0,5281.0,2637.0,0.02338781917677005,0.20711124513308085
Peoria,IL,"peoria,IL",17,59000,Peoria city,113672.0,53568.0,129400.0,27276.0,15946.0,8674.0,5031.0,0.044258920402561755,0.21658807797874585
Lansing,MI,"lansing,MI",26,46000,Lansing city,113592.0,46570.0,95400.0,25411.0,13401.0,5858.0,5271.0,0.04640291569828861,0.1695453905204592
Lakeland,FL,"lakeland,FL",12,38250,Lakeland city,110401.0,52972.0,171700.0,23437.0,13428.0,4963.0,3051.0,0.027635619242579325,0.1665836360177897
Pompano Beach,FL,"pompano beach,FL",12,58050,Pompano Beach city,111423.0,56109.0,245100.0,23796.0,14946.0,6211.0,4879.0,0.04378808684023945,0.18988000682085387
Costa Mesa,CA,"costa mesa,CA",06,16532,Costa Mesa city,112148.0,96391.0,841700.0,16607.0,23648.0,7122.0,3511.0,0.031306844526875204,0.27436958305096837
Pueblo,CO,"pueblo,CO",08,62000,Pueblo city,111424.0,46766.0,163400.0,26523.0,10723.0,4107.0,3605.0,0.03235389144170017,0.13309520390580126
Lewisville,TX,"lewisville,TX",48,42508,Lewisville city,110077.0,71953.0,254600.0,17739.0,18471.0,6218.0,2588.0,0.023510815156663062,0.22428845262861452
Miami Gardens,FL,"miami gardens,FL",12,45060,Miami Gardens city,111706.0,51067.0,252600.0,21490.0,8157.0,3217.0,4514.0,0.040409646751293576,0.10182085116287397
Las Cruces,NM,"las cruces,NM",35,39380,Las Cruces city,109934.0,47722.0,167800.0,24710.0,13906.0,7932.0,3794.0,0.03451161606054542,0.19864646060363492
Sugar Land,TX,"sugar land,TX",48,70808,Sugar Land city,110272.0,123733.0,344400.0,30019.0,26415.0,14344.0,2938.0,0.026643209518282068,0.3696223882762623
Murrieta,CA,"murrieta,CA",06,50076,Murrieta city,111096.0,98466.0,458000.0,22458.0,14389.0,5208.0,3786.0,0.034078634694318426,0.17639698999063871
Ventura,CA,"ventura,CA",,,,,,,,,,,,
Everett,WA,"everett,WA",53,22640,Everett city,110438.0,71357.0,394900.0,21083.0,14234.0,4532.0,2950.0,0.026711820206812873,0.16992339593255945
Temecula,CA,"temecula,CA",06,78120,Temecula city,109376.0,103546.0,490900.0,23152.0,16911.0,6547.0,3158.0,0.028872878876535987,0.21447118197776477
Dearborn,MI,"dearborn,MI",26,21000,Dearborn city,107985.0,60184.0,162900.0,23777.0,13273.0,6489.0,3132.0,0.029004028337269065,0.18300689910635737
Santa Maria,CA,"santa maria,CA",06,69196,Santa Maria city,109309.0,73300.0,376100.0,14661.0,5862.0,1737.0,3322.0,0.03039091017208098,0.0695185208903201
West Covina,CA,"west covina,CA",06,84200,West Covina city,109396.0,89834.0,602400.0,20014.0,16537.0,5245.0,3820.0,0.034919009835825805,0.1991114848806172
El Monte,CA,"el monte,CA",06,22230,El Monte city,110144.0,56524.0,508200.0,11789.0,8092.0,1271.0,3873.0,0.035163059267867516,0.08500690005810575
Greeley,CO,"greeley,CO",08,32155,Greeley city,107014.0,60601.0,296300.0,22409.0,10458.0,5058.0,3231.0,0.030192311286373747,0.14499037509110957
Sparks,NV,"sparks,NV",32,68400,Sparks city,106900.0,73678.0,351100.0,23431.0,11752.0,4744.0,3531.0,0.03303086997193639,0.15431244153414406
Centennial,CO,"centennial,CO",08,12815,Centennial city,107972.0,114375.0,484500.0,33103.0,27851.0,13510.0,2102.0,0.019468010224873114,0.38307153706516506
Boulder,CO,"boulder,CO",08,07850,Boulder city,104930.0,74902.0,790100.0,20313.0,22381.0,15068.0,3383.0,0.03224054131325646,0.3568950729057467
Sandy Springs,GA,"sandy springs,GA",13,68516,Sandy Springs city,106605.0,86548.0,490200.0,24702.0,32020.0,14384.0,2223.0,0.02085268045588856,0.4352891515407345
Inglewood,CA,"inglewood,CA",06,36546,Inglewood city,108206.0,62845.0,603900.0,12859.0,11433.0,4310.0,4520.0,0.04177217529527013,0.14549100789235347
Edison,NJ,"edison,NJ",,,,,,,,,,,,
South Fulton,GA,"south fulton,GA",13,72122,South Fulton city,105551.0,69557.0,194700.0,26333.0,15989.0,7814.0,4819.0,0.045655654612462224,0.225511837879319
Green Bay,WI,"green bay,WI",55,31000,Green Bay city,107083.0,55221.0,151000.0,24626.0,12823.0,3535.0,2254.0,0.021049092759821822,0.15276000859146643
Burbank,CA,"burbank,CA",06,08954,Burbank city,107364.0,82246.0,837900.0,18575.0,23782.0,8221.0,4134.0,0.038504526656979995,0.29807943072165716
Burbank,CA,"burbank,CA",06,08954,Burbank city,5415.0,120556.0,962700.0,1076.0,1220.0,417.0,101.0,0.018651892890120036,0.3023084025854109
Burbank,CA,"burbank,CA",06,08968,Burbank CDP,107364.0,82246.0,837900.0,18575.0,23782.0,8221.0,4134.0,0.038504526656979995,0.29807943072165716
Burbank,CA,"burbank,CA",06,08968,Burbank CDP,5415.0,120556.0,962700.0,1076.0,1220.0,417.0,101.0,0.018651892890120036,0.3023084025854109
Renton,WA,"renton,WA",53,57745,Renton city,105313.0,84374.0,474700.0,21094.0,17789.0,6726.0,2340.0,0.0222194790766572,0.2327822775915604
Hillsboro,OR,"hillsboro,OR",41,34100,Hillsboro city,105909.0,91540.0,386700.0,20229.0,17962.0,8755.0,2969.0,0.028033500457940307,0.2522637358487003
El Cajon,CA,"el cajon,CA",06,21712,El Cajon city,106043.0,58193.0,492500.0,14524.0,11458.0,3717.0,4461.0,0.042067840404364266,0.1431023264147563
Tyler,TX,"tyler,TX",48,74144,Tyler city,104945.0,58385.0,170100.0,20283.0,13563.0,3991.0,2573.0,0.024517604459478773,0.16726856925055983
Davie,FL,"davie,FL",12,16475,Davie town,104782.0,77453.0,344800.0,24421.0,17542.0,6967.0,2433.0,0.023219636960546658,0.23390467828443817
San Mateo,CA,"san mateo,CA",06,68252,San Mateo city,105087.0,133612.0,1283900.0,20895.0,24657.0,13824.0,3202.0,0.03046999153082684,0.36618230608924035
Brockton,MA,"brockton,MA",25,09000,Brockton city,104216.0,68067.0,307600.0,19939.0,9507.0,3297.0,4530.0,0.043467413832808784,0.12286021340293238
Concord,NC,"concord,NC",37,14100,Concord city,102566.0,78775.0,247800.0,25093.0,17463.0,7972.0,2576.0,0.02511553536259579,0.24798666224674842
Jurupa Valley,CA,"jurupa valley,CA",06,37692,Jurupa Valley city,104684.0,83430.0,416300.0,17359.0,6527.0,1926.0,3628.0,0.03465668105918765,0.0807477742539452
Daly City,CA,"daly city,CA",06,17918,Daly City city,104914.0,105374.0,904000.0,19190.0,22691.0,4761.0,3141.0,0.029938807022894944,0.2616619326305355
Allen,TX,"allen,TX",48,01924,Allen city,102778.0,118254.0,344100.0,24440.0,22738.0,10897.0,2326.0,0.02263130241880558,0.32725875187296893
Rio Rancho,NM,"rio rancho,NM",35,63460,Rio Rancho city,102403.0,70615.0,211300.0,29378.0,13490.0,6295.0,3367.0,0.03287989609679404,0.19320723025692607
Rialto,CA,"rialto,CA",06,60466,Rialto city,103799.0,69934.0,350000.0,16649.0,5224.0,1621.0,5134.0,0.04946097746606422,0.06594475862002525
Woodbridge,NJ,"woodbridge,NJ",34,81950,Woodbridge CDP,21314.0,96919.0,305400.0,4111.0,3374.0,1878.0,697.0,0.03270151074411185,0.24641080979637797
South Bend,IN,"south bend,IN",18,71000,South Bend city,102786.0,46002.0,95500.0,23856.0,10793.0,5427.0,2641.0,0.02569416068336155,0.1578035919288619
Spokane Valley,WA,"spokane valley,WA",53,67167,Spokane Valley city,102178.0,60079.0,250500.0,24174.0,12105.0,4166.0,2931.0,0.02868523556930063,0.15924171543776547
Norwalk,CA,"norwalk,CA",06,52526,Norwalk city,103330.0,83217.0,487800.0,17595.0,10701.0,2572.0,2968.0,0.028723507209909998,0.12845253072679763
Menifee,CA,"menifee,CA",06,46842,Menifee city,101089.0,80741.0,371500.0,25539.0,9262.0,3891.0,3185.0,0.031506889968245806,0.13011306868205244
Vacaville,CA,"vacaville,CA",06,81554,Vacaville city,102256.0,97683.0,474700.0,21757.0,11991.0,4221.0,2226.0,0.021768893756845563,0.15854326396495072
Wichita Falls,TX,"wichita falls,TX",48,79000,Wichita Falls city,102563.0,50856.0,109000.0,21168.0,9614.0,3767.0,2394.0,0.02334175092382243,0.1304661525111395
Davenport,IA,"davenport,IA",19,19000,Davenport city,101725.0,56315.0,138000.0,26677.0,12460.0,4569.0,2684.0,0.02638486114524453,0.167402310149914
Quincy,MA,"quincy,MA",25,55745,Quincy city,100544.0,85041.0,481600.0,19519.0,20757.0,11469.0,4272.0,0.042488860598345,0.3205163908338638
Chico,CA,"chico,CA",06,13014,Chico city,103898.0,60507.0,369500.0,18466.0,16113.0,5380.0,4075.0,0.03922115921384435,0.20686634968911818
Lynn,MA,"lynn,MA",25,37490,Lynn city,100233.0,63922.0,378400.0,17431.0,9308.0,3515.0,2991.0,0.029840471700936816,0.12793191862959305
Lees Summit,MO,"lees summit,MO",,,,,,,,,,,,
New Bedford,MA,"new bedford,MA",25,45000,New Bedford city,100309.0,50581.0,258300.0,16174.0,7989.0,2543.0,3744.0,0.03732466677965088,0.10499556370814184
Federal Way,WA,"federal way,WA",53,23515,Federal Way city,99792.0,72969.0,384200.0,19741.0,13988.0,4486.0,2801.0,0.028068382235048903,0.18512506012506014
Clinton,MI,"clinton,MI",,,,,,,,,,,,
Edinburg,TX,"edinburg,TX",48,22660,Edinburg city,98759.0,52773.0,138600.0,17077.0,10074.0,3734.0,2993.0,0.03030609868467684,0.139815105458743
Nampa,ID,"nampa,ID",16,56260,Nampa city,98881.0,57552.0,223100.0,23564.0,8591.0,2994.0,1961.0,0.01983191917557468,0.11716103194749244
Roanoke,VA,"roanoke,VA",51,68000,Roanoke city,99578.0,48476.0,140600.0,22215.0,11430.0,4503.0,3248.0,0.03261764646809536,0.16000522203699613
Kenosha,WI,"kenosha,WI",55,39225,Kenosha city,99605.0,60219.0,168800.0,22173.0,10833.0,5559.0,3337.0,0.03350233422016967,0.16457005170423172
San Angelo,TX,"san angelo,TX",48,64472,San Angelo city,99401.0,59148.0,152100.0,23907.0,10569.0,4059.0,1868.0,0.01879256747920041,0.14716149736924175
Hesperia,CA,"hesperia,CA",06,33434,Hesperia city,99287.0,58578.0,279600.0,17985.0,4466.0,1592.0,4141.0,0.04170737357357962,0.061015037215345416
Carmel,IN,"carmel,IN",18,10342,Carmel city,98137.0,119772.0,372100.0,28023.0,27322.0,13893.0,1469.0,0.014968870049013115,0.4199741178148914
Tuscaloosa,AL,"tuscaloosa,AL",01,77256,Tuscaloosa city,99252.0,44880.0,194500.0,17113.0,11675.0,6279.0,3132.0,0.031556039173014146,0.18089308024019668
Albany,NY,"albany,NY",36,01000,Albany city,99402.0,52583.0,186500.0,16200.0,13732.0,9201.0,4098.0,0.041226534677370676,0.23070964366914146
Bend,OR,"bend,OR",41,05800,Bend city,97042.0,74253.0,462400.0,24621.0,19176.0,8670.0,2097.0,0.021609200140145505,0.28694791945755443
Fishers,IN,"fishers,IN",18,23278,Fishers city,97154.0,117503.0,297400.0,26881.0,26115.0,11615.0,1701.0,0.017508285814274244,0.38835251250591846
Longmont,CO,"longmont,CO",08,45970,Longmont city,98789.0,83104.0,423300.0,24923.0,19744.0,8528.0,2425.0,0.024547267408314692,0.28618570893520534
Canton,MI,"canton,MI",,,,,,,,,,,,
Vista,CA,"vista,CA",06,82996,Vista city,98651.0,79196.0,534100.0,15000.0,10986.0,3779.0,3046.0,0.03087652431298213,0.14966903528600825
Orem,UT,"orem,UT",49,57300,Orem city,96734.0,70412.0,329000.0,17913.0,14805.0,4592.0,1797.0,0.01857671552918312,0.20051894887009739
Portsmouth,VA,"portsmouth,VA",51,64000,Portsmouth city,97454.0,54020.0,182700.0,21463.0,8816.0,3872.0,2807.0,0.028803332854474933,0.1301947585527531
Beaverton,OR,"beaverton,OR",41,05350,Beaverton city,97466.0,82380.0,419600.0,20124.0,21061.0,8971.0,2117.0,0.021720394804342028,0.30812796257156344
Boca Raton,FL,"boca raton,FL",12,07300,Boca Raton city,95347.0,89776.0,495000.0,27699.0,24386.0,10023.0,2915.0,0.030572540300166758,0.3608818316255362
Sunrise,FL,"sunrise,FL",12,69700,Sunrise city,96220.0,61830.0,249700.0,25304.0,15266.0,4596.0,3525.0,0.036634795260860525,0.2064227811265849
Yakima,WA,"yakima,WA",53,80010,Yakima city,96266.0,50673.0,206600.0,18502.0,7163.0,3134.0,3100.0,0.032202439075062844,0.10696403714707166
